Caenorhabditis_brenneri2902 Caenorhabditis_brenneri8191 224.0
Caenorhabditis_brenneri2902 Caenorhabditis_brenneri9909 187.0
Caenorhabditis_brenneri2902 Caenorhabditis_brenneri5885 278.0
Caenorhabditis_brenneri2902 Caenorhabditis_brenneri7526 182.0
Caenorhabditis_brenneri7005 Caenorhabditis_brenneri4667 350.0
Caenorhabditis_brenneri7005 Caenorhabditis_brenneri12934 294.0
Caenorhabditis_brenneri7005 Caenorhabditis_brenneri12230 339.0
Caenorhabditis_brenneri7005 Caenorhabditis_brenneri5669 285.0
Caenorhabditis_brenneri7005 Caenorhabditis_brenneri9909 379.0
Caenorhabditis_brenneri7005 Caenorhabditis_brenneri7527 403.0
Caenorhabditis_brenneri7005 Caenorhabditis_brenneri7526 374.0
Caenorhabditis_brenneri7005 Caenorhabditis_brenneri5229 283.0
Caenorhabditis_brenneri7005 Caenorhabditis_brenneri9524 403.0
Caenorhabditis_brenneri7005 Caenorhabditis_brenneri4503 348.0
Caenorhabditis_brenneri7005 Caenorhabditis_brenneri12222 189.0
Caenorhabditis_brenneri7005 Caenorhabditis_brenneri5222 398.0
Caenorhabditis_brenneri7005 Caenorhabditis_brenneri12224 424.0
Caenorhabditis_brenneri7005 Caenorhabditis_brenneri12234 364.0
Caenorhabditis_brenneri7005 Caenorhabditis_brenneri5227 241.0
Caenorhabditis_brenneri5228 Caenorhabditis_brenneri5670 1351.0
Caenorhabditis_brenneri5228 Caenorhabditis_brenneri12223 486.0
Caenorhabditis_brenneri5228 Caenorhabditis_brenneri9909 457.0
Caenorhabditis_brenneri5228 Caenorhabditis_brenneri7526 970.0
Caenorhabditis_brenneri5228 Caenorhabditis_brenneri12934 1314.0
Caenorhabditis_brenneri5228 Caenorhabditis_brenneri4502 601.0
Caenorhabditis_brenneri5228 Caenorhabditis_brenneri12931 944.0
Caenorhabditis_brenneri5228 Caenorhabditis_brenneri4501 261.0
Caenorhabditis_brenneri5228 Caenorhabditis_brenneri9910 385.0
Caenorhabditis_brenneri5229 Caenorhabditis_brenneri4667 1062.0
Caenorhabditis_brenneri5229 Caenorhabditis_brenneri11579 713.0
Caenorhabditis_brenneri5229 Caenorhabditis_brenneri12934 926.0
Caenorhabditis_brenneri5229 Caenorhabditis_brenneri12230 1297.0
Caenorhabditis_brenneri5229 Caenorhabditis_brenneri5669 1391.0
Caenorhabditis_brenneri5229 Caenorhabditis_brenneri12224 1216.0
Caenorhabditis_brenneri5229 Caenorhabditis_brenneri9909 856.0
Caenorhabditis_brenneri5229 Caenorhabditis_brenneri7527 364.0
Caenorhabditis_brenneri5229 Caenorhabditis_brenneri7526 859.0
Caenorhabditis_brenneri5229 Caenorhabditis_brenneri9524 359.0
Caenorhabditis_brenneri5229 Caenorhabditis_brenneri4503 922.0
Caenorhabditis_brenneri5229 Caenorhabditis_brenneri12222 521.0
Caenorhabditis_brenneri5229 Caenorhabditis_brenneri12234 1201.0
Caenorhabditis_brenneri5229 Caenorhabditis_brenneri5222 887.0
Caenorhabditis_brenneri5229 Caenorhabditis_brenneri5226 435.0
Caenorhabditis_brenneri5229 Caenorhabditis_brenneri5227 163.0
Caenorhabditis_elegans10536 Caenorhabditis_brenneri4667 198.0
Caenorhabditis_elegans10536 Caenorhabditis_brenneri11579 364.0
Caenorhabditis_elegans10536 Caenorhabditis_brenneri4503 403.0
Caenorhabditis_elegans10538 Caenorhabditis_brenneri4667 425.0
Caenorhabditis_elegans10538 Caenorhabditis_brenneri5220 176.0
Caenorhabditis_elegans10538 Caenorhabditis_brenneri4503 510.0
Caenorhabditis_elegans10538 Caenorhabditis_brenneri5225 453.0
Caenorhabditis_brenneri5221 Caenorhabditis_brenneri4667 1299.0
Caenorhabditis_brenneri5221 Caenorhabditis_brenneri7528 405.0
Caenorhabditis_brenneri5221 Caenorhabditis_brenneri11580 213.0
Caenorhabditis_brenneri5221 Caenorhabditis_brenneri12230 763.0
Caenorhabditis_brenneri5221 Caenorhabditis_brenneri9909 776.0
Caenorhabditis_brenneri5221 Caenorhabditis_brenneri12234 617.0
Caenorhabditis_brenneri5221 Caenorhabditis_brenneri12225 715.0
Caenorhabditis_brenneri5221 Caenorhabditis_brenneri7526 793.0
Caenorhabditis_brenneri5221 Caenorhabditis_brenneri12934 604.0
Caenorhabditis_brenneri5221 Caenorhabditis_brenneri12933 460.0
Caenorhabditis_brenneri5221 Caenorhabditis_brenneri4503 1112.0
Caenorhabditis_brenneri5221 Caenorhabditis_brenneri11578 723.0
Caenorhabditis_brenneri5221 Caenorhabditis_brenneri11579 983.0
Caenorhabditis_brenneri5221 Caenorhabditis_brenneri5225 1397.0
Caenorhabditis_brenneri5222 Caenorhabditis_brenneri4667 1000.0
Caenorhabditis_brenneri5222 Caenorhabditis_brenneri11579 568.0
Caenorhabditis_brenneri5222 Caenorhabditis_brenneri12934 931.0
Caenorhabditis_brenneri5222 Caenorhabditis_brenneri12230 959.0
Caenorhabditis_brenneri5222 Caenorhabditis_brenneri5669 883.0
Caenorhabditis_brenneri5222 Caenorhabditis_brenneri12224 1016.0
Caenorhabditis_brenneri5222 Caenorhabditis_brenneri9909 795.0
Caenorhabditis_brenneri5222 Caenorhabditis_brenneri7527 503.0
Caenorhabditis_brenneri5222 Caenorhabditis_brenneri7526 789.0
Caenorhabditis_brenneri5222 Caenorhabditis_brenneri9524 508.0
